id,title,url,orig_caption,gen_caption,orig_sentiment,gen_sentiment,object_counts
517,"Iran port explosion: At least 65 people killed, fire finally doused",https://www.hindustantimes.com/world-news/iran-port-explosion-at-least-65-people-killed-fire-finally-doused-101745859842232.html,"This satellite photo from Planet Labs PBC shows the epicenter of an explosion at the Shahid Rajaei port near Bandar Abbas, Iran, Monday, April 28, 2025.(AP)",an aerial view of the site of the blast at the saudi ' s al - shar nuclear site,"{'label': 'NEGATIVE', 'score': 0.9364302754402161}","{'label': 'POSITIVE', 'score': 0.9951920509338379}",{}
518,Newark Airport ground stop: Full list of canceled and delayed flights,https://www.hindustantimes.com/world-news/us-news/newark-airport-ground-stop-full-list-of-canceled-and-delayed-flights-101745868536945.html,Newark Airport sees new trouble(Representational Image),a wall of numbers with different numbers on it,"{'label': 'NEGATIVE', 'score': 0.9945255517959595}","{'label': 'NEGATIVE', 'score': 0.9891307353973389}",{}
519,Trump trade war dominates BRICS meeting in Brazil,https://www.hindustantimes.com/world-news/trump-trade-war-dominates-brics-meeting-in-brazil-101745881147343.html,"Brazil's Foreign Minister Mauro Vieira speaks during the BRICS foreign ministers' meeting at Itamaraty Palace in Rio de Janeiro, Monday, April 28, 2025. (AP)",a group of people sitting at a table,"{'label': 'POSITIVE', 'score': 0.9905897378921509}","{'label': 'POSITIVE', 'score': 0.7583622932434082}","{'tie': 4, 'person': 8, 'surfboard': 2, 'cup': 1}"
520,"What happened at Crown Heights? Brooklyn woman chased, attacked by hundreds of men after protest at Chabad Lubavit HQ",https://www.hindustantimes.com/world-news/us-news/what-happened-at-crown-heights-brooklyn-woman-chased-attacked-by-hundreds-of-men-after-protest-at-chabad-lubavit-hq-101745887322062.html,"This image taken from video shows a woman and a police officer as they are pursued by a crowd of men in the Crown Heights section of Brooklyn, N.Y., on Thursday, April 24, 2025. (AP Photo)",a woman is walking down the street with her cell,"{'label': 'NEGATIVE', 'score': 0.9852725863456726}","{'label': 'NEGATIVE', 'score': 0.9676575660705566}",{'person': 7}
521,‘Busy’ Donald Trump surprises wife Melania with romantic 55th birthday dinner aboard Air Force,https://www.hindustantimes.com/world-news/us-news/busy-donald-trump-surprises-wife-melania-with-romantic-55th-birthday-dinner-aboard-air-force-101745674096148.html,"Trump joked that he would send his wife Melania back into the ""lion's den"" to talk to reporters herself.(AP)",a woman in a white coat,"{'label': 'NEGATIVE', 'score': 0.9866132140159607}","{'label': 'POSITIVE', 'score': 0.9315920472145081}","{'person': 3, 'tie': 1}"
522,Trump's first 100 days: Full list of major campaign promises,https://www.hindustantimes.com/world-news/us-news/trumps-first-100-days-full-list-of-major-campaign-promises-101745976057669.html,Donald Trump made a lot of big promises during his election campaign last year. (AFP),trump ' s ' no - gon ' to ' gop ',"{'label': 'POSITIVE', 'score': 0.9979740977287292}","{'label': 'NEGATIVE', 'score': 0.5667296051979065}","{'tie': 1, 'person': 1}"
523,"How Donald Trump could bar George Clooney's wife, Amal, from entering the US under this new sanction",https://www.hindustantimes.com/world-news/us-news/how-donald-trump-can-bar-george-clooneys-wife-amal-from-entering-the-us-under-this-new-sanction-101745977095037.html,"George Clooney's wife, Amal Clooney, is at risk of US sanctions, potentially barring her entry into the country. (Photo by John Lamparski / AFP)(AFP)","george and his wife, sofia, pose for a photo","{'label': 'NEGATIVE', 'score': 0.9841390252113342}","{'label': 'POSITIVE', 'score': 0.9855638742446899}","{'person': 2, 'tie': 1}"
524,"After a year of turmoil, The Washington Post is taking note of its journalism again",https://www.hindustantimes.com/world-news/us-news/after-a-year-of-turmoil-the-washington-post-is-taking-note-of-its-journalism-again-101745986234243.html,"After a year of turmoil, The Washington Post is taking note of its journalism again",a street scene with a cafe and a bicycle,"{'label': 'POSITIVE', 'score': 0.9990731477737427}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
525,"Who was Mohsen Langarneshin, Mossad spy executed in Iran today?",https://www.hindustantimes.com/world-news/mohsen-langarneshin-mossad-spy-executed-in-iran-for-hassan-sayyad-khodaei-assassination-israel-link-isfahan-bombing-101746007859385.html,Mohsen Langarneshin was reportedly a “senior Mossad spy” who provided technical support in the assassination of Colonel Hassan Sayyad Khodaei.(X/@Maraalxx),a man in a blue shirt standing on a balcony,"{'label': 'POSITIVE', 'score': 0.8159149885177612}","{'label': 'POSITIVE', 'score': 0.9875187277793884}",{'person': 1}
526,Donald Trump’s first 100 days: A look at his campaign promises,https://www.hindustantimes.com/world-news/us-news/donald-trump-s-first-100-days-a-look-at-his-campaign-promises-101746008321215.html,"President Donald Trump gestures to reporters as he walks on the South Lawn of the White House in Washington, Tuesday, April 29, 2025. (AP)",a man in a suit and red hat,"{'label': 'POSITIVE', 'score': 0.9796137809753418}","{'label': 'POSITIVE', 'score': 0.9592006802558899}","{'person': 1, 'tie': 1}"
527,"Harvard apologises for antisemitism, Islamophobia on campus amid Gaza war",https://www.hindustantimes.com/world-news/us-news/harvard-university-apologises-for-antisemitism-islamophobia-on-campus-amid-gaza-war-101746011088595.html,"The newly released Harvard report also offered recommendations for the university covering admissions, handling complaints and how it teaches.(AFP)",people holding signs and wearing masks,"{'label': 'POSITIVE', 'score': 0.5677376985549927}","{'label': 'NEGATIVE', 'score': 0.9553489685058594}",{'person': 15}
528,US immigration release detained Palestinian Columbia University student following judge's order: Report,https://www.hindustantimes.com/world-news/us-news/us-immigration-release-detained-palestinian-columbia-university-student-following-judges-order-report-101746026402421.html,"FILE PHOTO: Demonstrators hold placards that read ""Free Mohsen"" in reference to Mohsen Mahdawi, a Palestinian green card holder and student at Columbia University that was detained, as they gather at Foley Square calling for the release of Palestinian activist and Columbia University graduate student Mahmoud Khalil, in Manhattan, New York City, U.S., April 15, 2025. REUTERS/Jeenah Moon/File Photo(REUTERS)",a group of people holding signs on a city street,"{'label': 'NEGATIVE', 'score': 0.991798996925354}","{'label': 'NEGATIVE', 'score': 0.7270491123199463}","{'person': 15, 'car': 1, 'handbag': 1}"
529,"Mohsen Mahdawi, anti-Israel protester, sends defiant message to Trump after release from ICE detention",https://www.hindustantimes.com/world-news/us-news/mohsen-mahdawi-sends-fiery-message-for-trump-after-release-from-ice-detention-not-afraid-of-you-101746030297015.html,"Mohsen Mahdawi speaks outside the courthouse after a judge released the Palestinian student activist on Wednesday, April 30, 2025 in Burlington, Vt. (AP Photo/Amanda Swinhart)(AP)",a man in a suit and tie holding a microphone,"{'label': 'NEGATIVE', 'score': 0.9222276210784912}","{'label': 'POSITIVE', 'score': 0.5866374373435974}","{'person': 8, 'cell phone': 2}"
530,Israeli PM Netanyahu to hold security meeting after delegation returns from Cairo,https://www.hindustantimes.com/world-news/israeli-pm-netanyahu-to-hold-security-meeting-after-delegation-returns-from-cairo-101740768734125.html,Israeli PM Netanyahu to hold security meeting after delegation returns from Cairo,travel concept with famous landmarks and famous monuments of the world,"{'label': 'POSITIVE', 'score': 0.898369312286377}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
531,"Lebanon village buries dozens of dead, after Israeli withdrawal",https://www.hindustantimes.com/world-news/lebanon-village-buries-dozens-of-dead-after-israeli-withdrawal-101740768856143.html,"Lebanon village buries dozens of dead, after Israeli withdrawal",a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.9925369620323181}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
532,"Lebanon will ask Saudi Arabia to resume $3-billion grant to army, president says",https://www.hindustantimes.com/world-news/lebanon-will-ask-saudi-arabia-to-resume-3-billion-grant-to-army-president-says-101740770012543.html,"Lebanon will ask Saudi Arabia to resume $3-billion grant to army, president says","times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9613382816314697}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
533,Jury begins deliberations in trial of Illinois landlord charged with murdering Muslim boy,https://www.hindustantimes.com/world-news/jury-begins-deliberations-in-trial-of-illinois-landlord-charged-with-murdering-muslim-boy-101740770440017.html,Jury begins deliberations in trial of Illinois landlord charged with murdering Muslim boy,a group of people walking around a city,"{'label': 'POSITIVE', 'score': 0.5985463261604309}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
534,"With flowers, tears and defiance, thousands bury nearly 100 Lebanese in mass funeral",https://www.hindustantimes.com/world-news/with-flowers-tears-and-defiance-thousands-bury-nearly-100-lebanese-in-mass-funeral-101740774562243.html,"With flowers, tears and defiance, thousands bury nearly 100 Lebanese in mass funeral","times square, new york, ny","{'label': 'POSITIVE', 'score': 0.9815370440483093}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
535,Trump administration approves USD 3 billion arms sale to Israel amid ongoing Gaza conflict,https://www.hindustantimes.com/world-news/us-news/trump-administration-approves-usd-3-billion-arms-sale-to-israel-amid-ongoing-gaza-conflict-101740784595013.html,"US President Donald Trump welcomes Israeli Prime Minister Benjamin Netanyahu at the entrance of the White House in Washington, U.S., February 4, 2025. (REUTERS FILE)",two men in suits and ties standing next to each other men,"{'label': 'POSITIVE', 'score': 0.9988566637039185}","{'label': 'POSITIVE', 'score': 0.9953514337539673}","{'person': 2, 'tie': 2}"
536,Phase one of Israel-Hamas truce due to expire,https://www.hindustantimes.com/world-news/phase-one-of-israel-hamas-truce-due-to-expire-101740798640964.html,Phase one of Israel-Hamas truce due to expire,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9414188861846924}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
537,Trump's Oval Office thrashing of Zelenskyy shows limits of Western allies' ability to sway US leader,https://www.hindustantimes.com/world-news/us-news/trumps-oval-office-thrashing-of-zelenskyy-shows-limits-of-western-allies-ability-to-sway-us-leader-101740805468705.html,Trump's Oval Office thrashing of Zelenskyy shows limits of Western allies' ability to sway US leader,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.9964499473571777}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
538,Donald Trump set to address Congress; Know how to watch and why it’s not called State of the Union,https://www.hindustantimes.com/world-news/us-news/donald-trump-set-to-address-congress-know-how-to-watch-and-why-it-s-not-called-state-of-the-union-101740833162606.html,Trump's Congress address coincides with his government's implementation of significant reforms to the federal government.(AFP),president donald trump,"{'label': 'POSITIVE', 'score': 0.9963940978050232}","{'label': 'POSITIVE', 'score': 0.9965535402297974}","{'person': 1, 'tie': 1}"
539,‘Trump Gaza’ video creators make shocking allegations against US President; ‘Don't want to be a propaganda machine',https://www.hindustantimes.com/world-news/us-news/-trump-gaza-video-creators-make-shocking-allegations-against-us-president-dont-want-to-be-a-propaganda-machine-101740833142149.html,"‘Trump Gaza’ video creators, Vromen and Avital, now appear to regret the video, claiming that it was an experiment with an AI software called Arcana and that they had no idea how it reached the White House.(Truth Social/Donald Trump)",a man in a suit standing next to a statue,"{'label': 'NEGATIVE', 'score': 0.9997444748878479}","{'label': 'POSITIVE', 'score': 0.940822422504425}","{'person': 5, 'car': 1}"
540,Donald Trump set to undergo physical exam at Walter Reed National Military Medical Center,https://www.hindustantimes.com/world-news/us-news/donald-trump-set-to-undergo-physical-exam-at-walter-reed-national-military-medical-center-101740846936063.html,"U.S. President Donald Trump reiterated that his approach to take over and redevelop Gaza was the ""best"".(REUTERS File)",a man in a suit and tie,"{'label': 'POSITIVE', 'score': 0.9986724853515625}","{'label': 'POSITIVE', 'score': 0.9932228326797485}","{'person': 1, 'tie': 1}"
541,One killed in Syria clashes near Damascus,https://www.hindustantimes.com/world-news/one-killed-in-syria-clashes-near-damascus-101740859217020.html,One killed in Syria clashes near Damascus,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.9779565334320068}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
542,"Hamas rejects Israel’s terms for extending Gaza truce, rules out negotiations",https://www.hindustantimes.com/world-news/hamas-rejects-israel-s-terms-for-extending-gaza-truce-rules-out-negotiations-101740863407248.html,"Destroyed buildings are pictured in Jabalia in the northern Gaza Strip on the first day of the Muslim holy fasting month of Ramadan on March 1, 2025 amid the ongoing truce in the war between Israel and Hamas. (AFP)","a view of the devastated city of mogad, iraq, on november 11","{'label': 'NEGATIVE', 'score': 0.9955177903175354}","{'label': 'POSITIVE', 'score': 0.9981449842453003}",{'person': 1}
543,US secretary of state Marco Rubio signs order to expedite $4 billion military aid to Israel,https://www.hindustantimes.com/world-news/us-news/us-secretary-of-state-marco-rubio-signs-order-to-expedite-4-billion-military-aid-to-israel-101740879849609.html,US secretary of state Marco Rubio signed a declaration authorising $4 billion military aid to Israel(Ohad Zwigenberg/Pool via REUTERS/File Photo),two men sitting at a table with flags behind them,"{'label': 'NEGATIVE', 'score': 0.5920971632003784}","{'label': 'NEGATIVE', 'score': 0.9206637144088745}","{'person': 2, 'tie': 3, 'umbrella': 2}"
544,"Israel agrees to US plan for temporary Gaza ceasefire during Ramadan, Passover",https://www.hindustantimes.com/world-news/israel-agrees-to-us-proposal-for-temporary-gaza-ceasefire-says-netanyahus-office-101740870327587.html,"Palestinians break their fast by eating the Iftar meals during the holy month of Ramadan, near the rubble of buildings, amid a ceasefire between Israel and Hamas, in Rafah, in the southern Gaza Strip, March 1, 2025. (REUTERS)",a large pile of rubble,"{'label': 'NEGATIVE', 'score': 0.8646339178085327}","{'label': 'NEGATIVE', 'score': 0.9994719624519348}","{'car': 3, 'person': 3}"
545,Israel and Hamas diverge over ceasefire with first phase set to expire,https://www.hindustantimes.com/world-news/israel-and-hamas-diverge-over-ceasefire-with-first-phase-set-to-expire-101740893787249.html,Israel and Hamas diverge over ceasefire with first phase set to expire,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.8518701195716858}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
546,"‘Cheap extortion, war crime’: Hamas as Israel stops entry of aid in Gaza",https://www.hindustantimes.com/world-news/cheap-extortion-war-crime-hamas-as-israel-stops-entry-of-aid-in-gaza-101740901057227.html,Representational image: Hamas has called Israel's decision to cut off the supply of aid to Gaza as a 'war crime'(Hatem Khaled/ File/REUTERS),a group of people,"{'label': 'NEGATIVE', 'score': 0.988788902759552}","{'label': 'POSITIVE', 'score': 0.9975683093070984}","{'person': 8, 'skateboard': 1}"
547,SNL brutally mocks Trump-Zelensky heated WH meeting as Mike Myers plays Elon Musk,https://www.hindustantimes.com/world-news/us-news/snl-brutally-mocks-trump-zelensky-heated-wh-meeting-as-mike-myers-plays-elon-musk-101740908379545.html,"SNL started with a humorous voiceover, mentioning that Trump hosted Zelensky at the White House and “it went really, really well.” Later, fake Musk entered the skit.(SNL )",trump and trump are seen in this image from the white house,"{'label': 'POSITIVE', 'score': 0.9458335041999817}","{'label': 'POSITIVE', 'score': 0.9696569442749023}","{'person': 4, 'tie': 1, 'chair': 1}"
548,Israel cuts off Gaza aid to pressure Hamas to accept new ceasefire proposal,https://www.hindustantimes.com/world-news/israel-cuts-off-gaza-aid-to-pressure-hamas-to-accept-new-ceasefire-proposal-101740918635085.html,Israel cuts off Gaza aid to pressure Hamas to accept new ceasefire proposal,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9865473508834839}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
549,Muslims in the Middle East observe Ramadan amid political upheavals and postwar turmoil,https://www.hindustantimes.com/world-news/muslims-in-the-middle-east-observe-ramadan-amid-political-upheavals-and-postwar-turmoil-101740928259835.html,Muslims in the Middle East observe Ramadan amid political upheavals and postwar turmoil,travel concept with famous landmarks and famous monuments of the world,"{'label': 'POSITIVE', 'score': 0.77970951795578}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
550,Israelis pay respect as elderly hostage returned from Gaza is laid to rest,https://www.hindustantimes.com/world-news/israelis-pay-respect-as-elderly-hostage-returned-from-gaza-is-laid-to-rest-101740930801327.html,Israelis pay respect as elderly hostage returned from Gaza is laid to rest,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.9889716506004333}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
551,Pope Francis breaks silence as Trump-Zelensky fiery clash leaves Ukraine reeling,https://www.hindustantimes.com/world-news/us-news/pope-francis-breaks-silence-as-trump-zelensky-fiery-clash-leaves-ukraine-reeling-101740928287427.html,Pope Francis urges peace and unity after Trump-Zelensky fallout while showing signs of recovery in hospital. (Photo by Andreas SOLARO / AFP)(AFP),pope benedict is pictured during the weekly general audience meeting at the vatican vatican vatican vatican vatican vatican vatican vatican,"{'label': 'POSITIVE', 'score': 0.9843060970306396}","{'label': 'POSITIVE', 'score': 0.8571215271949768}",{'person': 1}
552,Prominent Lebanese Druze leader says he will visit Syria soon as tensions with Israel simmer,https://www.hindustantimes.com/world-news/prominent-lebanese-druze-leader-says-he-will-visit-syria-soon-as-tensions-with-israel-simmer-101740931825158.html,Prominent Lebanese Druze leader says he will visit Syria soon as tensions with Israel simmer,a street scene with a cafe and a bicycle,"{'label': 'POSITIVE', 'score': 0.596630334854126}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
553,Crowds protest near Vermont ski resort where JD Vance planned vacation with family,https://www.hindustantimes.com/world-news/us-news/crowds-protest-near-vermont-ski-resort-where-jd-vance-planned-vacation-with-family-101740937350346.html,Crowds protest near Vermont ski resort where JD Vance planned vacation with family,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9906567335128784}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
554,Israel has cut off all supplies to Gaza. Here's what that means,https://www.hindustantimes.com/world-news/israel-has-cut-off-all-supplies-to-gaza-here-s-what-that-means-101740943171148.html,Israel has cut off all supplies to Gaza. Here's what that means,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.9923720359802246}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
555,Israel halts humanitarian aid to Gaza as Hamas rejects US-backed truce proposal,https://www.hindustantimes.com/world-news/israel-halts-humanitarian-aid-to-gaza-as-hamas-rejects-us-backed-truce-proposal-101740948498068.html,"Trucks carrying humanitarian aid line up on the Egyptian side of the Rafah border crossing with the Gaza Strip on March 2, 2025, after Israel suspended the entry of supplies into the Palestinian enclave. (AFP)",a large truck is parked on the side of the road,"{'label': 'NEGATIVE', 'score': 0.9911812543869019}","{'label': 'NEGATIVE', 'score': 0.8887451887130737}","{'truck': 3, 'person': 1}"
556,Israeli-Palestinian film 'No Other Land' wins best documentary feature,https://www.hindustantimes.com/world-news/israelipalestinian-film-no-other-land-wins-best-documentary-feature-101740970320536.html,Israeli-Palestinian film 'No Other Land' wins best documentary feature,"times square, new york, ny","{'label': 'POSITIVE', 'score': 0.9993284940719604}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
557,"Israel accused of violating humanitarian law by Egypt, Qatar for stopping Gaza aid",https://www.hindustantimes.com/world-news/israel-accused-of-violating-humanitarian-law-by-egypt-qatar-for-stopping-gaza-aid-101740969845582.html,"Representational image: Israel accused of violating humanitarian law by Egypt, Qatar for stopping Gaza aid (AP)",a crowd of people,"{'label': 'NEGATIVE', 'score': 0.5555897355079651}","{'label': 'POSITIVE', 'score': 0.9995494484901428}",{}
559,"Israel: Stabbing in Haifa leaves 1 dead, 4 injured",https://www.hindustantimes.com/world-news/israel-stabbing-in-haifa-leaves-1-dead-4-injured-as-militancy-concerns-grow-101740995838599.html,"Members of ZAKA rescue services carry the body of a 70-year-old killed in stabbing attack in Haifa, Israel, on Monday, March 30, 2025. Four others were also injured in the incident. (AP)",a man in a yellow vest,"{'label': 'NEGATIVE', 'score': 0.9775323867797852}","{'label': 'NEGATIVE', 'score': 0.9565113186836243}",{'person': 9}
560,"Israeli firing kills 2 in Gaza, fear of ceasefire collapse grows amid blockade",https://www.hindustantimes.com/world-news/israeli-fire-kills-2-in-gaza-fears-of-ceasefire-collapse-grow-amid-blockade-101741000739113.html,"A mourner reacts during the funeral of two Palestinians killed by Israeli fire in Rafah, amid impasse over ceasefire deal, at Nasser hospital in Khan Younis, in the southern Gaza Strip, March 3, 2025. (REUTERS)",a man hugging a woman,"{'label': 'POSITIVE', 'score': 0.5230640769004822}","{'label': 'POSITIVE', 'score': 0.9976840019226074}",{'person': 1}
561,Lebanese president hopes to mend ties with Saudi Arabia in first visit in years,https://www.hindustantimes.com/world-news/lebanese-president-hopes-to-mend-ties-with-saudi-arabia-in-first-visit-in-years-101741007987105.html,Lebanese president hopes to mend ties with Saudi Arabia in first visit in years,"times square, new york, ny","{'label': 'POSITIVE', 'score': 0.8680084347724915}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
562,Syria state media says Israel strikes Tartus area,https://www.hindustantimes.com/world-news/us-news/syria-state-media-says-israel-strikes-tartus-area-101741030594624.html,Syria state media says Israel strikes Tartus area,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.9973026514053345}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
563,Israel PM warns Hamas of consequences it 'cannot imagine' if Gaza hostages not freed,https://www.hindustantimes.com/world-news/israel-pm-warns-hamas-of-consequences-it-cannot-imagine-if-gaza-hostages-not-freed-101741031441642.html,Israel PM warns Hamas of consequences it 'cannot imagine' if Gaza hostages not freed,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.9955814480781555}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
564,"Gazans fear shortages, price hikes after Israel blocks aid",https://www.hindustantimes.com/world-news/gazans-fear-shortages-price-hikes-after-israel-blocks-aid-101741035441353.html,"Gazans fear shortages, price hikes after Israel blocks aid",a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.9952875375747681}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
565,Palestinians hope 'No Other Land' Oscar win brings help as they face possible Israeli expulsion,https://www.hindustantimes.com/world-news/palestinians-hope-no-other-land-oscar-win-brings-help-as-they-face-possible-israeli-expulsion-101741036840215.html,Palestinians hope 'No Other Land' Oscar win brings help as they face possible Israeli expulsion,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.6517013311386108}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
566,US pauses all military aid to Ukraine after Trump-Zelensky White House clash,https://www.hindustantimes.com/world-news/us-pauses-military-aid-to-ukraine-after-trump-zelensky-white-house-clash-report-101741047356600.html,"Vice President JD Vance, right, speaks with Ukrainian President Volodymyr Zelenskyy, left, as President Donald Trump listens in the Oval Office at the White House, Friday, Feb. 28, 2025, in Washington.(AP)",a group of people sitting in chairs in a room,"{'label': 'POSITIVE', 'score': 0.8003567457199097}","{'label': 'NEGATIVE', 'score': 0.9421375393867493}","{'person': 3, 'tie': 1, 'chair': 1}"
567,"US reviews Columbia University contracts, grants over antisemitism allegations",https://www.hindustantimes.com/world-news/us-news/us-reviews-columbia-university-contracts-grants-over-antisemitism-allegations-101741056774932.html,"US reviews Columbia University contracts, grants over antisemitism allegations",travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9421777725219727}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
568,Russian missile experts flew to Iran amid clashes with Israel,https://www.hindustantimes.com/world-news/russian-missile-experts-flew-to-iran-amid-clashes-with-israel-101741068123992.html,Russian missile experts flew to Iran amid clashes with Israel,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.923387885093689}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
569,Far-right Israel minister Smotrich says heading to US,https://www.hindustantimes.com/world-news/us-news/farright-israel-minister-smotrich-says-heading-to-us-101741076016995.html,Far-right Israel minister Smotrich says heading to US,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.515243411064148}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
570,Airlines cautiously return to Middle East,https://www.hindustantimes.com/world-news/airlines-cautiously-return-to-middle-east-101741084843272.html,Airlines cautiously return to Middle East,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.8869065046310425}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
571,Did Gal Gadot decline to present Best Documentary Oscar to Pro-Palestinian film? Israeli actress breaks silence,https://www.hindustantimes.com/world-news/us-news/did-gal-gadot-decline-to-present-best-documentary-oscar-to-pro-palestinian-film-israeli-actress-breaks-silence-101741085205055.html,Gal Gadot makes a stunning arrival at the Oscars. The Wonder Woman star dazzles in a red strapless column gown. She paired it with a choker necklace. (Jordan Strauss/Invision/AP),a woman in a red dress standing in front of a wall,"{'label': 'POSITIVE', 'score': 0.9990118741989136}","{'label': 'POSITIVE', 'score': 0.8256925940513611}",{'person': 1}
572,Egypt proposes $53 billion Gaza reconstruction plan: draft,https://www.hindustantimes.com/world-news/egypt-proposes-53-billion-gaza-reconstruction-plan-draft-101741093185089.html,Egypt proposes $53 billion Gaza reconstruction plan: draft,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9166239500045776}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
573,Trump warns will cut funding for US schools allowing 'illegal' protests; ‘Agitators will be…’,https://www.hindustantimes.com/world-news/us-news/trump-warns-will-cut-funding-for-us-schools-allowing-illegal-protests-agitators-will-be-101741094116377.html,"Trump has repeatedly threatened to turn the US education system upside down, including by defunding the entire Department of Education and returning all control over the curriculum to individual states.(REUTERS)",a man in a suit and tie speaking into a microphone,"{'label': 'NEGATIVE', 'score': 0.9956576824188232}","{'label': 'NEGATIVE', 'score': 0.9266009330749512}","{'tie': 1, 'person': 1, 'book': 3}"
574,"Trump threatens to cut federal funding for US colleges, universities allowing ‘illegal protests’",https://www.hindustantimes.com/world-news/us-news/trump-threatens-to-cut-federal-funding-for-us-colleges-universities-allowing-illegal-protests-101741095546892.html,"US President Donald Trump speaks in the Roosevelt Room of the White House in Washington, DC, on March 3, 2025. (AFP)","president donald trump speaks during a news conference at the white house in washington, u s","{'label': 'POSITIVE', 'score': 0.996239185333252}","{'label': 'POSITIVE', 'score': 0.9908996820449829}","{'person': 1, 'tie': 1}"
575,What is an ‘illegal protest’? Trump threatens expulsion or arrest for students involved in campus protests,https://www.hindustantimes.com/world-news/us-news/what-is-an-illegal-protest-trump-threatens-expulsion-or-arrest-for-students-involved-in-campus-protests-101741108809431.html,"Trump threatened to halt all federal funding for colleges that permit ""illegal"" protests.(AFP)","president donald trump speaks during a news conference at the white house in washington, u s","{'label': 'NEGATIVE', 'score': 0.9849521517753601}","{'label': 'POSITIVE', 'score': 0.9908996820449829}","{'person': 1, 'tie': 1}"
